Cod Producto,Producto,Cod Barra,Rubro,Sub Rubro,Proveedor,Marca,Moneda,Costo,Porc. Utilidad,Fecha Ultima Modificacion
250434,PAPEL ILUSTRACION BRILLANTE PS PAPER SHOP A4 250GR X 125 HJS,905831,PAPELERA,PAPEL ILUSTRACION,PAPELERA CUMBRE,PS,PESOS,"13,125.00",60,04/11/2025
250435,PAPEL ILUSTRACION BRILLANTE PS PAPER SHOP A4 250GR X HOJA,905832,PAPELERA,PAPEL ILUSTRACION,PAPELERA CUMBRE,PS,PESOS,125.00,60,04/11/2025
25041601,KRAFT 125 GRS. A3 PQ. 50 HJS,905816,PAPELERA,PAPEL KRAFT,MULTIPAPEL,MULTIPAPEL,PESOS,"9,000.00",60,04/11/2025
25041611,KRAFT 125 GRS. A3 X HOJA,905818,PAPELERA,PAPEL KRAFT,MULTIPAPEL,MULTIPAPEL,PESOS,200.00,60,04/11/2025
2504160,KRAFT 125 GRS. A4 PQ. 125 HJS,905815,PAPELERA,PAPEL KRAFT,MULTIPAPEL,MULTIPAPEL,PESOS,"9,000.00",60,04/11/2025
2504161,KRAFT 125 GRS. A4 X HOJA,905817,PAPELERA,PAPEL KRAFT,MULTIPAPEL,MULTIPAPEL,PESOS,95.00,60,04/11/2025
25041621,KRAFT 150 GRS. A3 PQ. 50 HJS,905820,PAPELERA,PAPEL KRAFT,MULTIPAPEL,MULTIPAPEL,PESOS,"11,000.00",60,04/11/2025
25041631,KRAFT 150 GRS. A3 X HOJA,905822,PAPELERA,PAPEL KRAFT,MULTIPAPEL,MULTIPAPEL,PESOS,240.00,60,04/11/2025
2504162,KRAFT 150 GRS. A4 PQ. 125 HJS,905819,PAPELERA,PAPEL KRAFT,MULTIPAPEL,MULTIPAPEL,PESOS,"11,000.00",60,04/11/2025
2504163,KRAFT 150 GRS. A4 X HOJA,905821,PAPELERA,PAPEL KRAFT,MULTIPAPEL,MULTIPAPEL,PESOS,110.00,60,04/11/2025
25041641,KRAFT 200 GRS. A3 PQ. 50 HJS,905824,PAPELERA,PAPEL KRAFT,MULTIPAPEL,MULTIPAPEL,PESOS,"14,000.00",60,04/11/2025
25041651,KRAFT 200 GRS. A3 X HOJA,905826,PAPELERA,PAPEL KRAFT,MULTIPAPEL,MULTIPAPEL,PESOS,300.00,60,04/11/2025
2504164,KRAFT 200 GRS. A4 PQ. 125 HJS,905823,PAPELERA,PAPEL KRAFT,MULTIPAPEL,MULTIPAPEL,PESOS,"15,000.00",60,04/11/2025
2504165,KRAFT 200 GRS. A4 X HOJA,905825,PAPELERA,PAPEL KRAFT,MULTIPAPEL,MULTIPAPEL,PESOS,135.00,60,04/11/2025
PA1235,KRAFT MARRON PAPEL MADERA 120GR 85X120 (GRUESO) (PC),909384,PAPELERA,PAPEL MADERA,PAPELERA CUMBRE,,PESOS,310.00,60,04/11/2025
PA1234,KRAFT MARRON PAPEL MADERA 60GR 85X120 (FINO) (PC),909383,PAPELERA,PAPEL MADERA,PAPELERA CUMBRE,,PESOS,190.00,60,04/11/2025
2504066,MEGACOLOR 48 X 66 CM 120 GR,905723,PAPELERA,PAPEL MEGACOLOR,MULTIPAPEL,,PESOS,"1,500.00",60,04/11/2025
2504067,MEGACOLOR LISA 66 X 96 CM 180 GR,905724,PAPELERA,PAPEL MEGACOLOR,MULTIPAPEL,,PESOS,"3,200.00",60,04/11/2025
2504068,METALIZADO 50 X 70 CM 120 GR,905725,PAPELERA,PAPEL METALIZADO,MULTIPAPEL,,PESOS,"2,800.00",60,04/11/2025
2504140,METALIZADO A4 240 GR X 50 HOJAS,905801,PAPELERA,PAPEL METALIZADO,MULTIPAPEL,,PESOS,"13,000.00",60,04/11/2025
2504139,METALIZADO A4 240 GR X HOJA,905800,PAPELERA,PAPEL METALIZADO,MULTIPAPEL,,PESOS,540.00,60,04/11/2025
2504069,MULTICOLOR A4 80 GRS. PQ. 200 HJS,905726,PAPELERA,PAPEL MULTICOLOR,MULTIPAPEL,,PESOS,"14,000.00",60,04/11/2025
2504070,MULTICOLOR A4 80 X HOJA,905727,PAPELERA,PAPEL MULTICOLOR,MULTIPAPEL,,PESOS,100.00,60,04/11/2025
202222,NYLON BURBUJA X METRO,77917328,PAPELERA,,,,PESOS,340.00,60,04/11/2025
2504071,OBRA AUTOR 215 X 355 MM 75 GR X 500 HJS (MP),905728,PAPELERA,PAPEL OBRA,MULTIPAPEL,AUTOR,PESOS,"9,500.00",60,04/11/2025
2504072,OBRA AUTOR 215 X 355 MM 75 GR X HOJA (MP),905729,PAPELERA,PAPEL OBRA,MULTIPAPEL,AUTOR,PESOS,40.00,60,04/11/2025
2504073,OBRA AUTOR A3 80 GR X 500 HJS (MP),905730,PAPELERA,PAPEL OBRA,MULTIPAPEL,AUTOR,PESOS,"18,000.00",60,04/11/2025
2504074,OBRA AUTOR A3 80 GR X HOJA (MP),905731,PAPELERA,PAPEL OBRA,MULTIPAPEL,AUTOR,PESOS,60.00,60,04/11/2025
2504082,OPALINA TELADA BLANCA & CREMA 215 X 350 MM 240 GR X HOJA,905739,PAPELERA,PAPEL OPALINA,MULTIPAPEL,,PESOS,600.00,60,04/11/2025
2504076,OPALINA TELADA BLANCA A4 & 215 X 350 MM 180 GR X 50 HJS,905733,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,"22,000.00",60,04/11/2025
2504083,OPALINA TELADA BLANCA A4 & 215 X 350 MM 180 GR X HOJA,905740,PAPELERA,PAPEL OPALINA,MULTIPAPEL,,PESOS,460.00,60,04/11/2025
2504084,OPALINA TELADA: CREMA & BCA. 66 X 96 CM 180 GR,905741,PAPELERA,PAPEL OPALINA,MULTIPAPEL,,PESOS,"4,500.00",60,04/11/2025
2504085,OPALINA TELADA: CREMA & BCA. 70 X 100 CM 240 GR,905742,PAPELERA,PAPEL OPALINA,MULTIPAPEL,,PESOS,"5,000.00",60,04/11/2025
2504089,PAPEL FOTOG. GLOSSY (BRILLANTE) A4 160 GR 100 HJS,905746,PAPELERA,PAPEL FOTOGRAFICO,MULTIPAPEL,,PESOS,"15,000.00",60,04/11/2025
2504090,PAPEL FOTOG. GLOSSY (BRILLANTE) A4 160 GR 20 HJS,905747,PAPELERA,PAPEL FOTOGRAFICO,MULTIPAPEL,,PESOS,"3,500.00",60,04/11/2025
2504091,PAPEL FOTOG. GLOSSY (BRILLANTE) A4 160 GR X HOJA,905748,PAPELERA,PAPEL FOTOGRAFICO,MULTIPAPEL,,PESOS,200.00,60,04/11/2025
2504092,PAPEL FOTOG. GLOSSY (BRILLANTE) A4 180 GR 100 HJS,905749,PAPELERA,PAPEL FOTOGRAFICO,MULTIPAPEL,,PESOS,"16,000.00",60,04/11/2025
2504093,PAPEL FOTOG. GLOSSY (BRILLANTE) A4 180 GR 20 HJS,905750,PAPELERA,PAPEL FOTOGRAFICO,MULTIPAPEL,,PESOS,"3,800.00",60,04/11/2025
2504094,PAPEL FOTOG. GLOSSY (BRILLANTE) A4 180 GR X HOJA,905751,PAPELERA,PAPEL FOTOGRAFICO,MULTIPAPEL,,PESOS,210.00,60,04/11/2025
2504086,PAPEL FOTOGRAFICO AUTOADHESIVO PS A4 135 GR 100 HJS,905743,PAPELERA,PAPEL FOTOGRAFICO,PAPELERA CUMBRE,PS,PESOS,"14,437.50",60,04/11/2025
2504087,PAPEL FOTOGRAFICO AUTOADHESIVO PS A4 135 GR X HOJA,905744,PAPELERA,PAPEL FOTOGRAFICO,PAPELERA CUMBRE,PS,PESOS,168.75,120,07/11/2025
P455654,PAPEL FOTOGRAFICO GLOSSY PS A4 130 GR 100 HJS,909368,PAPELERA,PAPEL FOTOGRAFICO,PAPELERA CUMBRE,PS,PESOS,"7,000.00",60,04/11/2025
2504095,PAPEL FOTOGRAFICO GLOSSY PS A4 130 GR X HOJA,905752,PAPELERA,PAPEL FOTOGRAFICO,PAPELERA CUMBRE,PS,PESOS,93.75,120,07/11/2025
2504096,PAPEL FOTOGRAFICO GLOSSY PS A4 160 GR 100 HJS,905753,PAPELERA,PAPEL FOTOGRAFICO,PAPELERA CUMBRE,PS,PESOS,"8,600.00",60,04/11/2025
P455655,PAPEL FOTOGRAFICO GLOSSY PS A4 160 GR X HOJA,909369,PAPELERA,PAPEL FOTOGRAFICO,PAPELERA CUMBRE,PS,PESOS,105.00,120,07/11/2025
P455656,PAPEL FOTOGRAFICO GLOSSY PS A4 180 GR 100 HJS,909370,PAPELERA,PAPEL FOTOGRAFICO,PAPELERA CUMBRE,PS,PESOS,"9,500.00",60,04/11/2025
P124775,PAPEL FOTOGRAFICO GLOSSY PS A4 180 GR X HOJA,909356,PAPELERA,PAPEL FOTOGRAFICO,PAPELERA CUMBRE,PS,PESOS,125.00,120,07/11/2025
2504097,PAPEL OBRA ALCALINO A1 120 GR X HOJA,905754,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,700.00,60,04/11/2025
2504098,PAPEL OBRA ALCALINO A2 120 GR X HOJA,905755,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,360.00,60,04/11/2025
2504099,PAPEL OBRA DIBUJO 35 X 50 CM 120 GR PQ. 100 HJS,905756,PAPELERA,PAPEL OBRA,MULTIPAPEL,FOX,PESOS,"12,000.00",60,04/11/2025
2504100,PAPEL OBRA DIBUJO 35 X 50 CM 120 GR X HOJA,905757,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,140.00,60,04/11/2025
2504101,PAPEL OBRA DIBUJO 35 X 50 CM 150 GR PQ. 100 HJS,905758,PAPELERA,PAPEL OBRA,MULTIPAPEL,FOX,PESOS,"15,000.00",60,04/11/2025
2504102,PAPEL OBRA DIBUJO 35 X 50 CM 150 GR X HOJA,905759,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,170.00,60,04/11/2025
2504103,PAPEL OBRA DIBUJO 35 X 50 CM 200 GR PQ. 50 HJS,905760,PAPELERA,PAPEL OBRA,MULTIPAPEL,FOX,PESOS,"11,500.00",60,04/11/2025
2504104,PAPEL OBRA DIBUJO 35 X 50 CM 200 GR X HOJA,905761,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,280.00,60,04/11/2025
2504105,PAPEL OBRA DIBUJO 35 X 50 CM 240 GR PQ. 50 HJS,905762,PAPELERA,PAPEL OBRA,MULTIPAPEL,FOX,PESOS,"15,000.00",60,04/11/2025
2504106,PAPEL OBRA DIBUJO 35 X 50 CM 240 GR X HOJA,905763,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,320.00,60,04/11/2025
2504107,PAPEL OBRA DIBUJO 35 X 50 CM 90 GR PQ. 100 HJS,905764,PAPELERA,PAPEL OBRA,MULTIPAPEL,FOX,PESOS,"10,000.00",60,04/11/2025
2504108,PAPEL OBRA DIBUJO 35 X 50 CM 90 GR X HOJA,905765,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,120.00,60,04/11/2025
2504109,PAPEL OBRA DIBUJO A3 120 GR PQ. 100 HJS,905766,PAPELERA,PAPEL OBRA,MULTIPAPEL,FOX,PESOS,"8,000.00",60,04/11/2025
2504110,PAPEL OBRA DIBUJO A3 120 GR X HOJA,905767,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,110.00,60,04/11/2025
2504111,PAPEL OBRA DIBUJO A3 150 GR PQ. 100 HJS,905768,PAPELERA,PAPEL OBRA,MULTIPAPEL,FOX,PESOS,"12,000.00",60,04/11/2025
2504112,PAPEL OBRA DIBUJO A3 150 GR X HOJA,905769,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,140.00,60,04/11/2025
2504113,PAPEL OBRA DIBUJO A3 200 GR PQ. 50 HJS,905770,PAPELERA,PAPEL OBRA,MULTIPAPEL,FOX,PESOS,"10,000.00",60,04/11/2025
2504114,PAPEL OBRA DIBUJO A3 200 GR X HOJA,905771,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,220.00,60,04/11/2025
2504115,PAPEL OBRA DIBUJO A3 240 GR PQ. 50 HJS,905772,PAPELERA,PAPEL OBRA,MULTIPAPEL,FOX,PESOS,"13,000.00",60,04/11/2025
2504116,PAPEL OBRA DIBUJO A3 240 GR X HOJA,905773,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,280.00,60,04/11/2025
2504117,PAPEL OBRA DIBUJO A3 90 GR PQ. 100 HJS,905774,PAPELERA,PAPEL OBRA,MULTIPAPEL,FOX,PESOS,"8,000.00",60,04/11/2025
2504118,PAPEL OBRA DIBUJO A3 90 GR X HOJA,905775,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,100.00,60,04/11/2025
2504119,PAPEL OBRA DIBUJO A4/A5 120 GR 100/200 HJS,905776,PAPELERA,PAPEL OBRA,MULTIPAPEL,FOX,PESOS,"6,500.00",60,04/11/2025
2504120,PAPEL OBRA DIBUJO A4/A5 150 GR 100/200 HJS,905777,PAPELERA,PAPEL OBRA,MULTIPAPEL,FOX,PESOS,"8,000.00",60,04/11/2025
2504121,PAPEL OBRA DIBUJO A4/A5 200 GR 50/100 HJS,905778,PAPELERA,PAPEL OBRA,MULTIPAPEL,FOX,PESOS,"6,500.00",60,04/11/2025
2504122,PAPEL OBRA DIBUJO A4/A5 240 GR 50/100HJS,905779,PAPELERA,PAPEL OBRA,MULTIPAPEL,FOX,PESOS,"7,500.00",60,04/11/2025
2504123,PAPEL OBRA DIBUJO A4/A5 90 GR 100/200 HJS,905780,PAPELERA,PAPEL OBRA,MULTIPAPEL,FOX,PESOS,"4,000.00",60,04/11/2025
2504124,PAPEL OBRA DIBUJO POROSO 35 X 50 CM 200 GR PQ. 125 HJS,905781,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,"43,000.00",60,04/11/2025
2504125,PAPEL OBRA DIBUJO POROSO 35 X 50 CM 200 GR PQ. 50 HJS,905782,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,"20,000.00",60,04/11/2025
25041251,PAPEL OBRA DIBUJO POROSO 35 X 50 CM 200 GR X HOJA,905783,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,420.00,60,04/11/2025
2504126,PAPEL OBRA DIBUJO POROSO A3 200 GR PQ. 125 HJS,905784,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,"37,000.00",60,04/11/2025
2504127,PAPEL OBRA DIBUJO POROSO A3 200 GR PQ. 50 HJS,905785,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,"17,000.00",60,04/11/2025
25041271,PAPEL OBRA DIBUJO POROSO A3 200 GR X HOJA,905786,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,360.00,60,04/11/2025
2504128,PAPEL OBRA DIBUJO POROSO A4/A5 200 GR PQ. 50/100 HJS,905787,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,"8,500.00",60,04/11/2025
2504075,PAPEL OBRA DIBUJO POROSO A4/A5 200 GR X HOJA,905732,PAPELERA,PAPEL OBRA,MULTIPAPEL,FOX,PESOS,200.00,60,04/11/2025
2504129,PAPEL OBRA NACIONAL 74 X 110 CM 120 GR,905788,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,900.00,60,04/11/2025
2504130,PAPEL OBRA NACIONAL 74 X 110 CM 150 GR,905789,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,"1,200.00",60,04/11/2025
2504131,PAPEL OBRA NACIONAL 74 X 110 CM 200 GR,905790,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,"1,500.00",60,04/11/2025
2504132,PAPEL OBRA NACIONAL 74 X 110 CM 240 GR,905791,PAPELERA,PAPEL OBRA,MULTIPAPEL,,PESOS,"1,700.00",60,4/11/2025
2504136,PAPEL VEGETAL 70 X 100 CM 150 GR,905796,PAPELERA,PAPEL VEGETAL,MULTIPAPEL,,PESOS,"5,000.00",60,04/11/2025
2504134,PAPEL VEGETAL 70 X 100 CM 60 GR,905794,PAPELERA,PAPEL VEGETAL,MULTIPAPEL,,PESOS,"2,000.00",60,04/11/2025
2504135,PAPEL VEGETAL 70 X 100 CM 90 GR,905795,PAPELERA,PAPEL VEGETAL,MULTIPAPEL,,PESOS,"3,000.00",60,04/11/2025
250041371,PAPEL VEGETAL A3 90 GR X 50 HJS,905648,PAPELERA,PAPEL VEGETAL,MULTIPAPEL,,PESOS,"30,000.00",60,04/11/2025
2504137,PAPEL VEGETAL A3 90 GR X HOJA,905797,PAPELERA,PAPEL VEGETAL,MULTIPAPEL,,PESOS,620.00,60,04/11/2025
25041381,PAPEL VEGETAL A4 90 GR X 50 HJS,905799,PAPELERA,PAPEL VEGETAL,MULTIPAPEL,,PESOS,"13,000.00",60,04/11/2025
2504138,PAPEL VEGETAL A4 90 GR X HOJA,905798,PAPELERA,PAPEL VEGETAL,MULTIPAPEL,,PESOS,260.00,60,04/11/2025
25041331,PAPEL VEGETAL LEGAL 90 GR X 50 HJS,905793,PAPELERA,PAPEL VEGETAL,MULTIPAPEL,,PESOS,"15,000.00",60,04/11/2025
2504133,PAPEL VEGETAL LEGAL 90 GR X HOJA,905792,PAPELERA,PAPEL VEGETAL,MULTIPAPEL,,PESOS,320.00,60,04/11/2025
306515,RESMA ECLIPSE A4 75GR X 500 HJ,77917295,PAPELERA,,,,PESOS,"4,687.50",80,11/11/2025
2504142000,RESMA PUNAX A4 75GR,905805,PAPELERA,RESMA,,,PESOS,"4,063.00",60,04/11/2025
306516,"BOLSA ZIPLOC CON CIERRE HERMETICO 17,7CM X 18,8CM X 1",,,BOLSA,,,PESOS,245.00,80,
306517,"BOLSA ZIPLOC CON CIERRE HERMETICO 20CM X 14,9CM X 4,7CM X 1",,,BOLSA,,,PESOS,360.00,80,
,RESMA AUTOR A3 X 80 GRS,,PAPELERA,RESMA,ESTELA MONTENEGRO S.R.L.,,PESOS,"14,471.00",,
,ESPIRAL P/ENCUADERNAR BINDERPLUS 12 MM X 50,,PAPELERA,ESPIRALES,ESTELA MONTENEGRO S.R.L.,,PESOS,"5,502.00",,
,ESPIRAL P/ENCUADERNAR BINDERPLUS 20 MM X 50,,PAPELERA,ESPIRALES,ESTELA MONTENEGRO S.R.L.,,PESOS,"9,822.00",,
,ESPIRAL P/ENCUADERNAR BINDERPLUS 29 MM X 20,,PAPELERA,ESPIRALES,ESTELA MONTENEGRO S.R.L.,,PESOS,"7,482.00",,
,ESPIRAL P/ENCUADERNAR BINDERPLUS 40 MM X 12,,PAPELERA,ESPIRALES,ESTELA MONTENEGRO S.R.L.,,PESOS,"7,782.00",,
,TAPA P/ENCUADERNAR BINDERPLUS OF X 50,,PAPELERA,TAPAS,ESTELA MONTENEGRO S.R.L.,,PESOS,"9,782.00",,
,TAPA P/ENCUADERNAR BINDERPLUS A3 X50,,PAPELERA,TAPAS,ESTELA MONTENEGRO S.R.L.,,PESOS,"15,621.00",,
,RESMA HUSARES A4 75 GR PASTEL X 100,,PAPELERA,RESMA,ESTELA MONTENEGRO S.R.L.,,PESOS,"4,809.00",,
,LAMINAS PLASTIFICAR CALIENTE A3 X 100,,PAPELERA,PLASTIFICADOS,TOROSIAN,,PESOS,"70,000.00",,
,LAMINAS PLASTIFICAR CALIENTE OFICIO X 10,,PAPELERA,PLASTIFICADOS,ESTELA MONTENEGRO S.R.L.,,PESOS,"2,835.00",,
,LAMINAS PLASTIFICAR CALIENTE A4 X 100,,PAPELERA,PLASTIFICADOS,ESTELA MONTENEGRO S.R.L.,,PESOS,,,
,LAMINAS PLASTIFICAR CALIENTE CARNET X 100,,PAPELERA,PLASTIFICADOS,ESTELA MONTENEGRO S.R.L.,,PESOS,"5,000.00",,
,TINTA EPSON,,PAPELERA,TINTA,MERCADO LIBRE,,PESOS,"24,000.00",,
307000,RESMA ECLIPSE A4 X 75 GRS X 500,,PAPELERA,RESMA,PAPELERA CUMBRE,,PESOS,"4,961.85",80,